InsuredNric,Insured_Premium,Claim_count,Discounts,Coverage_final,ExpDate,EffDate,Advance_purchase,Cumulative_Policies,Insured_age,No_of_insured,avg_past_3_trips_claims,avg_past_3_trips_claims_amount,Region,plantype_fgi,Policies_Per_Year,trip_duration,Tenure_Years,RG5_capped,RG6_capped,RG7_capped,RG8_capped,RG9_capped,RG10_capped,GrossClaimIncurredWithGSTHTD_capped
801Y,479.48,1,30.78,Classic,2022-09-08,2023-11-09,59,11,24,4,2.39,349.8,ASEAN,Individual,1.51,17,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868O,361.91,0,7.9,Classic,2023-10-29,2022-05-02,83,14,34,1,0.02,842.53,WORLDWIDE,Individual,3.8,12,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287B,640.6,0,92.53,Preferred,2023-12-10,2022-10-25,48,10,32,3,0.25,355.65,ASEAN,Family,1.28,4,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
097Q,243.39,1,80.38,Classic,2023-04-11,2024-02-05,82,7,52,1,1.98,43.17,WORLDWIDE,Individual,2.766798418972332,9,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651H,727.16,0,31.0,Preferred,2022-07-18,2022-03-08,23,8,27,2,0.96,706.56,WORLDWIDE,Individual,2.89,29,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133C,409.47,1,123.53,Preferred,2023-12-08,2023-05-12,26,6,61,2,2.05,104.83,ASIA,Individual,0.7653061224489796,8,7.84,219.1,0.0,0.0,719.83,0.0,0.0,1071.21
820Q,234.61,0,65.0,Classic,2023-10-06,2023-03-12,66,7,36,3,1.81,605.77,ASEAN,Individual,1.9390581717451525,15,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016H,356.06,0,138.28,Classic,2023-02-23,2023-07-23,71,5,25,1,2.76,362.37,ASEAN,Individual,0.8038585209003216,23,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451J,206.64,0,36.54,Classic,2022-11-10,2023-10-10,26,4,51,4,2.01,728.22,WORLDWIDE,Group,0.8316008316008316,26,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348P,340.73,0,133.38,Classic,2023-01-01,2022-10-16,4,13,30,3,1.99,482.09,ASIA,Individual,1.02,18,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005Y,395.64,0,50.61,Deluxe,2023-03-16,2022-04-04,87,8,28,3,0.57,26.72,WORLDWIDE,Individual,1.4414414414414416,19,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462V,299.75,0,79.81,Classic,2022-05-30,2023-11-26,38,2,58,1,0.22,812.73,ASIA,Family,2.0833333333333335,16,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731O,298.4,0,7.4,Deluxe,2022-11-02,2023-01-27,22,8,56,1,1.55,910.23,ASEAN,Individual,1.2269938650306749,29,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710D,352.01,0,16.31,Deluxe,2022-03-19,2023-04-16,37,8,33,1,1.25,594.6,ASEAN,Family,2.61,21,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577O,538.8,0,169.46,Deluxe,2022-11-11,2022-02-25,22,14,50,1,0.72,796.15,ASEAN,Individual,1.44,18,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511M,731.8,0,184.91,Deluxe,2022-02-04,2022-07-25,58,1,36,1,2.59,22.33,ASIA,Individual,0.1923076923076923,11,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810U,659.13,0,217.41,Preferred,2022-10-10,2023-11-13,8,11,41,2,1.7,587.94,ASEAN,Group,0.85,13,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782I,413.68,0,155.89,Deluxe,2022-01-29,2023-07-16,73,10,54,2,1.46,905.46,ASIA,Individual,3.4364261168384878,9,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872G,387.9,0,101.16,Classic,2023-05-11,2023-09-17,74,7,32,2,1.48,883.99,ASEAN,Family,1.0043041606886658,16,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039C,422.88,0,103.79,Deluxe,2023-04-23,2023-08-29,51,13,64,1,1.1,272.25,ASEAN,Individual,1.6414141414141414,12,7.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969M,164.08,0,8.6,Classic,2023-05-30,2023-11-04,54,8,48,4,0.55,931.54,ASIA,Individual,1.1527377521613833,4,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819N,362.01,0,88.06,Deluxe,2023-07-13,2024-01-10,24,7,51,2,2.31,241.95,WORLDWIDE,Individual,1.6826923076923077,21,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577O,352.74,1,123.93,Deluxe,2022-03-24,2023-07-20,11,11,38,4,0.93,426.74,ASEAN,Individual,1.77,20,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737Z,207.35,1,30.86,Classic,2023-01-19,2022-02-11,20,6,73,1,2.78,383.04,ASEAN,Family,1.1904761904761905,4,5.04,1140.74,0.0,0.0,1389.44,0.0,0.0,2716.91
379I,492.24,1,164.15,Deluxe,2022-04-02,2023-08-20,31,4,53,1,1.32,615.49,ASEAN,Individual,0.5722460658082975,20,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379Y,706.12,0,150.35,Preferred,2022-11-21,2023-03-14,7,8,30,2,1.31,141.99,WORLDWIDE,Family,3.44,5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495S,368.82,1,109.0,Classic,2022-03-01,2024-02-01,89,9,38,2,2.58,837.17,ASIA,Individual,2.15,26,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627A,287.22,0,59.78,Classic,2022-12-16,2024-02-15,84,8,61,2,1.86,481.45,WORLDWIDE,Group,2.73037542662116,22,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411X,844.32,0,264.0,Preferred,2022-04-05,2023-04-23,31,1,28,2,1.82,500.78,ASEAN,Individual,0.22727272727272727,15,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011W,529.97,0,162.27,Deluxe,2022-10-28,2023-10-01,43,2,18,1,2.27,33.73,ASIA,Individual,0.2695417789757412,28,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315Y,444.57,1,165.37,Classic,2022-08-22,2022-04-14,55,11,53,2,1.2,190.8,ASEAN,Individual,4.02,22,1.5,0.0,0.0,5866.16,0.0,0.0,0.0,6318.27
737Z,302.0,0,50.28,Classic,2023-03-24,2022-08-05,58,2,40,4,1.7,683.83,ASEAN,Group,0.7272727272727273,14,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011W,374.01,0,26.76,Classic,2022-06-16,2022-06-20,11,1,60,1,1.73,730.31,ASEAN,Family,0.14970059880239522,18,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341H,508.57,1,85.81,Deluxe,2022-01-10,2024-01-25,16,9,33,2,1.25,223.69,ASIA,Individual,1.3996889580093312,26,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325Y,611.27,1,125.91,Deluxe,2024-01-19,2023-02-09,80,2,29,3,2.74,408.39,ASEAN,Individual,0.48780487804878053,28,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,266.29,0,30.07,Classic,2023-06-14,2023-08-02,24,1,18,4,0.72,884.57,ASIA,Family,0.1858736059479554,5,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176U,500.53,0,176.49,Deluxe,2023-05-01,2023-09-01,82,13,70,1,2.71,659.3,ASIA,Family,3.22,7,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434K,280.24,1,67.97,Classic,2023-01-29,2022-09-23,74,8,22,3,0.26,857.93,ASEAN,Individual,1.93,18,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136D,412.01,1,11.29,Deluxe,2024-01-03,2023-08-12,73,6,24,1,1.99,452.51,WORLDWIDE,Individual,4.78,3,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462V,1006.41,0,209.85,Preferred,2022-01-13,2023-06-11,60,10,33,2,1.23,312.58,WORLDWIDE,Individual,1.2547051442910917,13,7.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338O,397.13,0,144.97,Preferred,2023-04-01,2022-11-13,36,2,31,1,0.89,354.88,ASIA,Family,0.98,13,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482G,373.32,1,83.92,Classic,2022-12-15,2022-02-07,12,4,74,2,2.97,714.65,ASEAN,Family,0.7874015748031495,21,5.08,445.75,0.0,0.0,1895.11,0.0,0.0,2570.75
384E,645.05,0,35.34,Deluxe,2023-05-31,2023-01-19,65,13,20,4,1.56,684.16,ASEAN,Group,1.6560509554140128,22,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495S,231.74,1,34.71,Classic,2024-01-07,2022-02-11,9,7,24,2,2.31,166.81,ASIA,Group,1.66270783847981,27,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,407.74,0,150.58,Preferred,2022-12-29,2022-09-04,51,6,55,2,2.39,357.04,WORLDWIDE,Individual,1.25,3,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280L,801.1,0,65.73,Preferred,2022-12-12,2022-09-25,77,1,57,4,2.85,949.15,WORLDWIDE,Individual,0.234192037470726,13,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423X,154.43,0,34.33,Classic,2022-09-01,2023-11-29,63,13,46,2,0.36,193.17,WORLDWIDE,Family,1.84,24,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216B,452.06,0,146.67,Classic,2023-09-15,2023-02-05,49,9,36,3,2.2,538.1,ASEAN,Group,1.1523687580025608,7,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427R,639.26,0,19.87,Deluxe,2023-09-27,2023-05-08,68,10,28,3,1.79,64.85,ASEAN,Group,1.6,27,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315Y,572.85,0,72.45,Classic,2023-07-31,2022-12-03,4,4,25,1,2.84,845.11,WORLDWIDE,Individual,0.8421052631578947,6,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801Y,163.66,1,39.3,Classic,2022-06-23,2022-10-11,77,7,64,3,1.59,900.52,ASIA,Family,0.9150326797385621,7,7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026K,423.52,0,168.96,Deluxe,2023-06-26,2022-05-17,39,5,20,2,2.62,752.2,ASEAN,Individual,1.0706638115631693,15,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016I,104.79,0,21.9,Classic,2023-06-27,2023-08-05,50,14,39,2,2.19,710.8,ASIA,Individual,4.56,27,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511M,334.06,1,47.12,Classic,2023-07-20,2023-08-29,1,4,53,1,0.88,865.87,ASEAN,Group,1.7621145374449338,4,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005Y,505.92,0,66.06,Deluxe,2023-10-28,2023-09-13,12,4,43,4,0.55,527.71,ASEAN,Family,0.5547850208044383,6,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831O,250.31,0,50.61,Deluxe,2022-04-09,2024-01-07,55,6,32,1,0.79,170.6,ASIA,Family,0.8,8,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395G,565.88,0,84.73,Preferred,2023-03-30,2023-12-31,15,2,55,1,0.38,494.57,ASEAN,Group,0.5154639175257733,13,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326P,557.2,1,62.79,Deluxe,2022-08-08,2023-11-17,1,6,44,1,1.86,302.61,WORLDWIDE,Family,3.15,21,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869X,389.0,0,5.93,Deluxe,2023-11-18,2022-10-07,84,6,67,2,2.71,907.27,ASEAN,Family,2.4489795918367343,6,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509R,419.42,1,46.66,Deluxe,2022-02-25,2023-08-10,84,9,51,2,0.31,474.22,WORLDWIDE,Family,1.6513761467889907,19,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578O,371.59,0,48.31,Classic,2023-05-21,2023-02-23,37,3,49,1,0.75,314.56,ASIA,Individual,0.9202453987730062,22,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016I,607.15,0,222.96,Preferred,2023-08-16,2023-04-25,14,12,61,2,2.46,887.46,ASIA,Individual,0.53,18,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315Y,864.82,0,150.0,Preferred,2022-03-08,2023-08-12,83,11,54,3,0.31,33.87,ASIA,Individual,1.4322916666666667,13,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280L,314.67,2,4.82,Classic,2024-01-06,2024-01-27,40,13,42,1,1.99,506.88,WORLDWIDE,Individual,4.23,19,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
051Q,499.49,0,42.86,Deluxe,2022-05-19,2024-01-06,10,9,69,4,0.26,659.81,ASEAN,Individual,1.15,3,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204L,642.66,1,184.05,Preferred,2022-02-24,2022-03-28,76,8,36,1,0.09,972.33,ASIA,Group,1.103448275862069,10,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957A,461.98,0,58.2,Deluxe,2022-01-09,2023-03-20,78,6,71,4,1.64,669.2,ASEAN,Individual,0.65,4,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384E,214.41,1,65.49,Deluxe,2023-06-10,2022-06-08,17,12,23,3,1.88,685.17,ASEAN,Individual,2.03,18,0.88,618.48,0.0,4638.45,1855.94,0.0,0.0,7899.01
764U,183.71,1,1.09,Classic,2023-01-12,2023-03-06,2,8,74,1,2.98,480.58,ASIA,Individual,0.5,17,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482Q,359.61,1,121.73,Deluxe,2023-06-19,2022-09-28,81,10,30,4,1.14,598.51,ASIA,Individual,1.7152658662092624,10,5.83,386.0,0.0,0.0,0.0,0.0,0.0,442.36
736B,437.98,0,12.72,Classic,2023-03-28,2023-02-08,8,9,62,1,0.18,436.74,WORLDWIDE,Individual,1.87,11,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936P,435.02,0,34.81,Deluxe,2022-09-09,2022-10-25,81,11,72,3,1.81,209.33,ASIA,Group,2.8,16,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462V,408.5,0,85.24,Classic,2023-09-16,2023-05-20,5,14,26,4,1.93,73.65,ASEAN,Family,2.4,29,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911R,174.68,1,59.15,Classic,2023-02-01,2024-01-01,43,5,23,3,1.32,647.77,ASIA,Family,0.7633587786259542,14,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155T,477.27,0,26.93,Classic,2023-09-01,2023-07-31,30,3,26,4,2.32,974.36,ASEAN,Individual,3.9473684210526314,9,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260F,478.96,1,12.5,Deluxe,2022-11-07,2023-02-18,85,9,40,1,0.97,457.32,ASEAN,Individual,3.14,11,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039C,222.31,1,80.68,Deluxe,2023-06-07,2023-07-09,45,2,30,3,2.32,273.9,WORLDWIDE,Individual,1.0362694300518136,5,1.93,1010.9,0.0,0.0,0.0,0.0,0.0,1146.4
939T,319.37,0,15.21,Classic,2022-03-26,2022-07-12,13,13,68,1,0.12,414.06,ASIA,Individual,0.94,28,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824J,418.58,0,114.29,Preferred,2022-01-03,2022-05-05,59,4,40,2,0.91,750.79,WORLDWIDE,Individual,1.0309278350515465,19,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280L,171.6,1,56.28,Classic,2023-06-25,2024-01-16,2,14,21,3,2.47,798.34,ASIA,Group,1.837270341207349,28,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835Y,408.83,0,129.01,Classic,2022-10-05,2023-11-13,85,9,57,1,0.74,92.36,ASEAN,Family,2.8,6,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465M,797.16,0,239.71,Deluxe,2023-10-21,2022-04-18,68,14,61,3,2.11,548.49,ASEAN,Group,0.73,7,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
097Q,278.02,0,67.42,Classic,2023-10-31,2024-01-24,37,5,41,2,2.23,395.01,ASEAN,Family,2.8735632183908044,19,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514Q,360.53,0,40.48,Classic,2022-05-29,2022-08-29,14,8,66,4,0.14,150.58,ASEAN,Individual,0.7,7,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226T,1223.97,1,389.53,Preferred,2022-10-29,2023-06-27,82,9,71,1,2.88,343.53,WORLDWIDE,Individual,1.3595166163141994,25,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107T,666.07,0,61.99,Preferred,2023-10-31,2022-05-04,6,5,50,3,2.06,22.32,ASEAN,Individual,1.36,7,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326P,589.0,0,195.43,Deluxe,2022-10-06,2023-04-08,28,10,24,2,0.58,681.45,WORLDWIDE,Family,1.65,18,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883L,107.9,0,14.55,Classic,2022-12-24,2023-11-22,6,10,74,2,0.88,528.74,WORLDWIDE,Family,0.85,12,7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911R,365.59,0,135.02,Classic,2022-10-22,2022-08-17,79,6,56,4,1.7,551.9,ASEAN,Individual,0.52,15,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462V,733.26,0,4.21,Preferred,2022-03-28,2022-09-10,29,8,27,1,2.84,688.73,WORLDWIDE,Individual,1.0666666666666667,25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495S,332.66,0,106.82,Classic,2023-05-12,2022-06-09,41,4,26,1,2.23,147.53,ASEAN,Group,0.82,28,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838N,719.06,1,165.78,Preferred,2023-03-29,2022-07-08,65,5,71,2,0.69,367.46,ASIA,Family,0.8375209380234506,4,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831O,599.71,0,152.48,Deluxe,2022-12-11,2022-04-23,1,7,72,1,2.3,575.09,ASEAN,Individual,0.58,13,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632U,260.79,1,52.86,Classic,2024-01-01,2023-05-20,10,8,34,4,1.35,197.95,ASEAN,Individual,1.1678832116788322,7,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347C,440.98,0,156.98,Deluxe,2023-08-20,2023-01-23,31,8,73,1,2.48,2.5,WORLDWIDE,Family,1.2307692307692308,11,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615T,539.64,0,129.59,Preferred,2023-09-23,2022-06-01,56,11,40,4,1.94,100.92,WORLDWIDE,Family,2.277432712215321,20,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176U,283.28,0,90.46,Classic,2022-04-02,2022-08-27,76,10,38,3,1.86,729.21,ASEAN,Individual,1.5082956259426847,17,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884X,758.85,0,252.29,Preferred,2022-12-08,2022-09-28,47,2,37,4,2.7,94.52,ASIA,Family,0.8097165991902834,11,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577O,159.15,0,39.74,Classic,2022-10-20,2023-07-04,77,2,48,2,1.96,53.5,WORLDWIDE,Individual,1.6949152542372883,26,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427R,276.93,0,69.84,Deluxe,2022-09-18,2022-09-27,40,6,29,3,1.81,56.51,ASIA,Individual,2.2813688212927756,20,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495S,760.92,1,121.03,Preferred,2022-10-04,2023-10-08,25,10,54,1,0.88,208.4,ASEAN,Individual,2.2675736961451247,5,4.41,0.0,0.0,0.0,0.0,20.12,0.0,22.11
427R,375.23,1,1.02,Classic,2022-04-16,2024-01-31,74,8,52,1,2.2,105.39,ASEAN,Family,0.54,5,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287B,417.67,1,112.04,Classic,2022-08-24,2023-07-14,4,14,24,3,2.0,205.41,ASEAN,Individual,0.97,29,3.06,0.0,0.0,0.0,3306.81,0.0,1771.33,5698.21
154H,316.4,0,76.52,Classic,2022-09-28,2022-04-04,28,4,50,3,0.7,104.41,ASEAN,Individual,0.6015037593984962,10,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514Q,511.57,0,34.37,Deluxe,2023-12-30,2023-10-14,79,13,58,4,2.79,740.59,ASEAN,Group,1.4,12,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577O,265.11,0,91.17,Classic,2022-07-11,2023-10-30,44,8,45,1,1.36,724.86,ASEAN,Family,1.1251758087201125,17,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819N,308.76,0,67.28,Deluxe,2022-12-07,2023-05-07,8,5,42,3,2.95,288.82,ASIA,Family,0.7363770250368189,24,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786R,523.99,0,137.82,Deluxe,2023-12-29,2022-10-02,9,10,25,2,0.88,395.77,ASIA,Family,1.8975332068311197,6,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321V,297.11,0,66.49,Classic,2023-09-19,2023-05-19,82,1,42,1,2.77,239.2,ASEAN,Individual,0.2247191011235955,19,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627A,456.16,0,179.08,Deluxe,2023-10-24,2022-06-09,1,3,70,4,1.9,28.22,ASEAN,Individual,4.14,3,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513L,1089.11,0,291.54,Preferred,2022-07-06,2023-09-03,19,14,18,4,2.71,539.01,ASEAN,Individual,3.66,3,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338O,351.41,1,0.82,Classic,2023-08-16,2022-03-19,76,12,37,3,1.0,31.57,ASIA,Individual,0.94,26,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278R,802.99,1,20.44,Preferred,2023-08-22,2023-10-01,31,3,32,3,1.98,749.06,ASEAN,Group,1.0869565217391306,4,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482G,219.7,0,72.79,Classic,2022-04-12,2023-06-08,24,5,46,3,1.26,667.81,ASEAN,Individual,0.7,18,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872G,465.45,1,134.89,Classic,2022-10-17,2023-04-22,21,11,41,4,1.81,904.21,ASEAN,Individual,2.05,7,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104H,506.09,0,94.87,Deluxe,2024-01-20,2022-12-06,17,1,63,3,2.98,740.39,ASIA,Family,0.6289308176100629,13,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
053V,177.7,2,59.9,Classic,2023-08-04,2023-06-02,75,10,28,4,0.63,179.04,ASEAN,Individual,4.166666666666667,25,2.4,0.0,216.06,1451.29,0.0,0.0,0.0,1773.35
563I,92.93,0,31.31,Classic,2022-11-23,2022-03-09,16,7,62,1,1.38,75.31,ASIA,Family,0.72,16,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427R,187.49,0,68.5,Classic,2022-05-23,2022-08-26,79,13,26,1,0.27,746.75,WORLDWIDE,Family,4.17,22,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216B,463.0,0,158.67,Deluxe,2022-11-01,2023-01-26,30,6,33,1,2.06,630.62,ASEAN,Family,1.6172506738544474,20,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030Z,561.45,0,199.79,Deluxe,2023-05-01,2022-11-03,49,9,35,1,0.12,701.45,ASEAN,Family,1.2587412587412588,12,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287B,210.71,0,25.46,Deluxe,2023-04-10,2022-07-13,32,3,48,3,1.04,235.39,ASEAN,Individual,0.7481296758104738,14,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651H,542.97,1,204.78,Preferred,2023-07-29,2023-04-11,84,5,56,4,2.94,705.57,ASIA,Family,2.19,28,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543H,354.02,0,68.82,Classic,2023-05-10,2023-03-26,78,14,26,3,1.59,797.17,WORLDWIDE,Family,3.16,7,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834M,644.01,0,41.61,Preferred,2022-09-14,2023-10-30,30,3,72,4,1.29,727.63,ASEAN,Family,0.7211538461538461,4,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884X,220.64,0,40.49,Classic,2022-07-21,2023-05-08,69,13,23,2,1.4,366.53,ASEAN,Family,2.0249221183800623,23,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509R,852.27,0,293.3,Preferred,2023-04-04,2023-06-13,76,3,38,2,2.58,621.66,WORLDWIDE,Family,1.0204081632653061,19,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701B,461.84,0,76.98,Preferred,2022-02-17,2024-02-07,86,9,23,3,1.24,877.92,ASIA,Individual,4.1,6,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278R,510.42,0,76.63,Classic,2023-05-06,2023-07-21,77,10,49,1,2.79,442.39,WORLDWIDE,Individual,2.3696682464454977,19,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039C,501.16,0,4.81,Deluxe,2023-06-23,2023-11-11,36,13,37,3,1.5,397.86,WORLDWIDE,Family,2.38,21,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578O,426.14,0,109.16,Classic,2023-04-25,2022-05-22,40,13,35,3,2.49,971.49,ASEAN,Family,3.21,16,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513L,553.99,0,63.5,Deluxe,2023-11-24,2022-05-20,7,10,52,3,1.19,126.11,ASEAN,Individual,1.41,29,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957A,487.52,0,59.99,Deluxe,2024-01-03,2023-05-13,17,10,50,1,2.34,641.09,ASEAN,Family,1.3368983957219251,22,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310V,595.04,1,95.09,Deluxe,2022-10-27,2024-01-22,89,14,64,1,1.83,20.43,ASIA,Individual,0.75,21,3.88,1338.84,473.49,0.0,66.19,0.0,0.0,2015.64
171Y,385.51,0,48.5,Deluxe,2022-06-06,2022-03-24,23,6,53,1,2.78,53.45,ASEAN,Individual,0.9884678747940692,22,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226T,486.83,1,44.89,Preferred,2023-03-07,2023-08-13,72,3,72,2,2.15,760.76,ASEAN,Family,0.46511627906976744,27,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563I,197.23,1,61.95,Preferred,2023-04-06,2022-03-24,46,11,30,4,1.07,423.77,ASEAN,Individual,3.11,7,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701B,382.32,2,55.61,Deluxe,2022-03-18,2024-01-30,41,14,18,1,1.55,997.14,WORLDWIDE,Individual,2.53,3,4.12,0.0,231.74,0.0,1110.84,0.0,0.0,1453.71
946R,185.3,1,24.11,Deluxe,2022-03-08,2023-07-15,5,8,31,3,0.99,369.16,ASEAN,Individual,1.57,29,0.76,0.0,0.0,0.0,0.0,117.71,0.0,131.69
