ClaimNo_AT,AccidentDesc,AccidentTypeDesc,DriverNric
POL-2024-518755,"Food poisoning at hotel restaurant. Symptoms included nausea, vomiting, diarrhea. Hospitalized for 1 days. Photos attached.",medical,S1201313C
POL-2023-856486,Single vehicle accident due to animal crossing. neck strain sustained. Vehicle total loss.,vehicle,S4966900G
POL-2022-587426,"Allergic reaction to peanuts. Experienced nausea, vomiting, diarrhea. Emergency treatment required. Insurance claim to follow.",medical,S1523067A
POL-2024-112922,Hit and run incident in parking lot. Vehicle front bumper damaged. Driver had shoulder pain. No witnesses present.,vehicle,S3291121F
POL-2021-198067,Single vehicle accident due to tire blowout. knee injury sustained. Vehicle rear damage.,vehicle,S8574426C
POL-2023-619689,Vehicle collided with another vehicle at downtown. Driver experienced fractured ribs. Clear conditions.,vehicle,S8929147B
POL-2020-620070,Rear-ended by another vehicle while turning left. Suffered back pain. Police report filed.,vehicle,S5686341G
POL-2022-356773,"Food poisoning at street vendor. Symptoms included severe headache, fever. Hospitalized for 3 days.",medical,S8630079E
POL-2022-251230,Hit and run incident in highway. Vehicle minor scratches. Driver had concussion. Previous claim history: none.,vehicle,S3210308C
POL-2021-868153,Injured elbow while playing skiing. fractured ribs diagnosed. Treatment: physical therapy.,sports,S5527803B
POL-2023-746996,Rear-ended by another vehicle while changing lanes. Suffered knee injury. Police report filed.,vehicle,S8960123C
POL-2023-528841,Hit and run incident in office building. Vehicle rear damage. Driver had fractured ribs. Urgent processing requested.,vehicle,S4768989C
POL-2022-967341,Passport stolen in office building. Had to changing lanes. Additional costs incurred. No witnesses present.,travel,S3247082E
POL-2020-702902,Trip cancelled due to weather. Non-refundable bookings worth $25000.,travel,S3204748B
POL-2023-666747,"Burglary at residence. business documents, laptop stolen. Property damage includes rear damage.",property,S2525364C
POL-2024-548748,Passport stolen in residential area. Had to turning left. Additional costs incurred. Seeking full compensation.,travel,S5283210H
POL-2020-624497,Allergic reaction to medication. Experienced severe pain. Emergency treatment required. Urgent processing requested.,medical,S7364758A
POL-2024-192873,Injured shoulder while playing cycling. whiplash diagnosed. Treatment: observation.,sports,S4870860H
POL-2023-415386,Hit and run incident in office building. Vehicle significant damage. Driver had bruises.,vehicle,S3191599B
POL-2022-341656,Car accident on Park Avenue involving multiple vehicles. knee injury reported. front bumper damaged to vehicle.,vehicle,S3145093D
POL-2024-653421,Allergic reaction to shellfish. Experienced severe pain. Emergency treatment required. No witnesses present.,medical,S2967436D
POL-2021-308983,Fell ill with dengue fever during trip to Mexico. Medical expenses $2500.,travel,S3821467B
POL-2021-102074,Vehicle collided with wall at parking lot. Driver experienced fractured ribs. Windy conditions.,vehicle,S1024999D
POL-2021-722585,Vehicle collided with another vehicle at office building. Driver experienced back pain. Rainy conditions. Seeking full compensation.,vehicle,S7766353H
POL-2024-997448,Storm damage to apartment. rear damage observed. Temporary accommodation needed.,property,S1044461A
POL-2021-578933,Passport stolen in residential area. Had to slowing down. Additional costs incurred.,travel,S3329746H
POL-2023-109339,Allergic reaction to latex. Experienced difficulty breathing. Emergency treatment required.,medical,S8714686A
POL-2023-370546,Slipped and fell at highway. Resulted in whiplash. Required specialized care.,medical,S2379095G
POL-2021-361138,Slipped and fell at residential area. Resulted in bruises. Required observation. No witnesses present.,medical,S9641104E
POL-2022-196958,Passport stolen in residential area. Had to changing lanes. Additional costs incurred.,travel,S9781050B
POL-2024-943952,Vehicle collided with barrier at residential area. Driver experienced fractured ribs. Normal conditions.,vehicle,S6531885C
POL-2022-313336,Rear-ended by another vehicle while turning left. Suffered fractured ribs. Police report filed.,vehicle,S1201969B
POL-2023-702673,Trip cancelled due to political unrest. Non-refundable bookings worth $25000.,travel,S8490652F
POL-2023-563068,Vehicle collided with tree at highway. Driver experienced concussion. Clear conditions.,vehicle,S5585854G
POL-2024-196051,"Luggage lost on flight from New York to Bangkok. Contained business documents, laptop.",travel,S1268971C
POL-2021-510079,Single vehicle accident due to tire blowout. neck strain sustained. Vehicle rear damage.,vehicle,S5848379A
POL-2023-338447,Trip cancelled due to natural disaster. Non-refundable bookings worth $10000.,travel,S6448596C
POL-2023-118241,Vehicle collided with pole at office building. Driver experienced back pain. Normal conditions.,vehicle,S4729058F
POL-2020-675617,Hit and run incident in highway. Vehicle minor scratches. Driver had concussion.,vehicle,S3340240F
POL-2023-219980,Water damage to apartment due to animal crossing. Estimated repair cost $25000. Photos attached.,property,S1300294E
POL-2020-156394,Single vehicle accident due to brake failure. bruises sustained. Vehicle rear damage.,vehicle,S8154988G
POL-2021-310243,Collision with wall during tennis activity. Sustained back pain. No witnesses present.,sports,S1497020B
POL-2020-621937,Fell ill with food poisoning during trip to Mexico. Medical expenses $5000.,travel,S5437438F
POL-2021-251337,Overexertion during dining caused bruises. Doctor recommended physical therapy.,sports,S1771810E
POL-2024-192392,Vehicle collided with cyclist at shopping mall. Driver experienced bruises. Windy conditions.,vehicle,S1422000B
POL-2021-466710,Sudden seizure while dining. Transported to hospital. emergency surgery administered.,medical,S3498140E
POL-2020-885858,Fell ill with stomach flu during trip to Egypt. Medical expenses $2500.,travel,S3737737F
POL-2023-837770,"Burglary at residence. electronics, clothing, documents stolen. Property damage includes significant damage.",property,S9546111G
POL-2024-563396,Storm damage to vehicle. rear damage observed. Temporary accommodation needed.,property,S5631550B
POL-2023-589770,"Fire damage at office building. electronics, clothing, documents destroyed. Total loss estimated at $2500.",property,S5522508E
POL-2020-945442,Pre-existing seizure aggravated during travel. Required specialized care.,medical,S1612358G
POL-2021-428421,"Fire damage at intersection. electronics, clothing, documents destroyed. Total loss estimated at $5000.",property,S3442333C
POL-2020-258141,Hit and run incident in downtown. Vehicle rear damage. Driver had fractured ribs.,vehicle,S7348560C
POL-2022-369251,"Food poisoning at airport cafe. Symptoms included nausea, vomiting, diarrhea. Hospitalized for 3 days.",medical,S6977392C
POL-2020-803154,Fell ill with altitude sickness during trip to Brazil. Medical expenses $2500. Insurance claim to follow.,travel,S2475412B
POL-2020-998812,"Luggage lost on flight from London to Bangkok. Contained jewelry, camera equipment.",travel,S8777905D
POL-2020-653894,Pre-existing heart palpitations aggravated during travel. Required observation. Seeking full compensation.,medical,S5823453C
POL-2020-464187,Water damage to home due to tire blowout. Estimated repair cost $2500. Photos attached.,property,S7797316E
POL-2022-186257,"Fire damage at parking lot. electronics, clothing, documents destroyed. Total loss estimated at $1000.",property,S6217749D
POL-2024-880113,Overexertion during dining caused whiplash. Doctor recommended medication. Urgent processing requested.,sports,S1854928E
POL-2020-161293,Vehicle collided with barrier at highway. Driver experienced shoulder pain. Icy conditions.,vehicle,S9476460G
POL-2020-946817,Vehicle collided with barrier at intersection. Driver experienced shoulder pain. Normal conditions. No witnesses present.,vehicle,S1830449B
POL-2024-962596,Pre-existing chest pain aggravated during travel. Required observation.,medical,S9327907B
POL-2021-897504,Equipment failure during tennis resulted in whiplash. Required specialized care. Urgent processing requested.,sports,S2760974G
POL-2024-444621,Water damage to apartment due to tire blowout. Estimated repair cost $1000.,property,S5779750H
POL-2022-655859,Vehicle collided with another vehicle at shopping mall. Driver experienced concussion. Icy conditions.,vehicle,S6716435D
POL-2023-244285,Passport stolen in downtown. Had to stopped at traffic light. Additional costs incurred.,travel,S8443053A
POL-2023-210922,Pre-existing chest pain aggravated during travel. Required specialized care.,medical,S8850869B
POL-2021-312653,Passport stolen in residential area. Had to turning left. Additional costs incurred. Seeking full compensation.,travel,S8884983C
POL-2023-455307,Water damage to storage unit due to animal crossing. Estimated repair cost $10000.,property,S3023574D
POL-2022-673602,Single vehicle accident due to animal crossing. neck strain sustained. Vehicle minor scratches.,vehicle,S1117006C
POL-2020-277960,Trip cancelled due to natural disaster. Non-refundable bookings worth $2500. Seeking full compensation.,travel,S9397018A
POL-2020-509681,Sudden seizure while sightseeing. Transported to hospital. specialized care administered.,medical,S4124302C
POL-2023-798751,Sudden diabetic emergency while exercising. Transported to hospital. observation administered.,medical,S8648613E
POL-2024-990979,Equipment failure during tennis resulted in concussion. Required emergency surgery. No witnesses present.,sports,S2986324D
POL-2021-507261,Hit and run incident in highway. Vehicle total loss. Driver had bruises.,vehicle,S7821151E
POL-2021-395771,Water damage to apartment due to mechanical failure. Estimated repair cost $25000.,property,S9769144E
POL-2024-169162,Vehicle collided with pedestrian at highway. Driver experienced knee injury. Icy conditions.,vehicle,S5841206E
POL-2022-999837,Rear-ended by another vehicle while changing lanes. Suffered back pain. Police report filed.,vehicle,S2251483A
POL-2022-900745,Vandalism to office. significant damage requiring professional repair.,property,S7325966H
POL-2024-446024,Single vehicle accident due to tire blowout. back pain sustained. Vehicle front bumper damaged.,vehicle,S5111559D
POL-2023-541042,Rear-ended by another vehicle while slowing down. Suffered shoulder pain. Police report filed.,vehicle,S2987958E
POL-2022-595408,Car accident on Highway 1 involving 3 vehicles. neck strain reported. rear damage to vehicle.,vehicle,S8121698B
POL-2022-946389,Rear-ended by another vehicle while slowing down. Suffered neck strain. Police report filed.,vehicle,S8533642H
POL-2022-372207,Vehicle collided with divider at parking lot. Driver experienced bruises. Windy conditions.,vehicle,S2651924F
POL-2022-556268,Trip cancelled due to political unrest. Non-refundable bookings worth $10000.,travel,S3575441E
POL-2020-475498,Vehicle collided with another vehicle at shopping mall. Driver experienced bruises. Rainy conditions.,vehicle,S8861196C
POL-2022-502940,Storm damage to apartment. rear damage observed. Temporary accommodation needed.,property,S8782032B
POL-2020-610316,Rear-ended by another vehicle while parking. Suffered whiplash. Police report filed.,vehicle,S2026789D
POL-2022-627700,Storm damage to vehicle. total loss observed. Temporary accommodation needed. Previous claim history: none.,property,S5974559B
POL-2022-908009,Passport stolen in shopping mall. Had to parking. Additional costs incurred.,travel,S3898403F
POL-2020-570490,"Allergic reaction to peanuts. Experienced severe headache, fever. Emergency treatment required.",medical,S4119496E
